component	file	route_or_import	active_runtime_status	apoema_equivalent	recommendation	risk	notes
frontend/itam-platform/src/components/AppShell.tsx	legacy shell wrapper	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/ApoemaApp.tsx	phase_5D_removal_candidate	medium	Lazy import remains in App.tsx, but no current legacy route reaches it.
frontend/itam-platform/src/pages/AiChatPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/ChatPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /ai-chat to Apoema chat.
frontend/itam-platform/src/pages/AssetDetailsPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/AssetDetailPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /assets/:id to Apoema detail.
frontend/itam-platform/src/pages/AssetsPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/AssetsPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /assets to Apoema assets.
frontend/itam-platform/src/pages/AssignmentsPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/AssignmentsPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /assignments to Apoema movimentacoes.
frontend/itam-platform/src/pages/AuditLogsPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/AuditLogsPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /audit-logs to Apoema logs.
frontend/itam-platform/src/pages/DashboardPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/DashboardPage.tsx	phase_5C_removal_candidate	medium	Apoema dashboard is the canonical dashboard surface.
frontend/itam-platform/src/pages/ImportsPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/ImportsPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /imports to Apoema importacoes.
frontend/itam-platform/src/pages/MacrosPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/MacrosPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /macros to Apoema macros.
frontend/itam-platform/src/pages/SettingsPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/SettingsPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /settings to Apoema configuracoes.
frontend/itam-platform/src/pages/SignaturesPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/SignaturesPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /signatures to Apoema assinaturas.
frontend/itam-platform/src/pages/StockPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/StockPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /stock to Apoema estoque.
frontend/itam-platform/src/pages/UserDetailsPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/UserDetailsPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /users/:id to Apoema detalhe de usuario.
frontend/itam-platform/src/pages/UsersPage.tsx	legacy page component	LEGACY_NO_LONGER_ROUTED	frontend/itam-platform/src/apoema/pages/UsersPage.tsx	phase_5C_removal_candidate	medium	App.tsx now aliases /users to Apoema usuarios.
frontend/itam-platform/src/pages/LoginPage.tsx	auth surface	SUPPORTING_AUTH	frontend/itam-platform/src/pages/LoginPage.tsx	keep_temporarily	medium	Still used by the /login route.
frontend/itam-platform/src/pages/NotFoundPage.tsx	fallback surface	SUPPORTING_SHARED	frontend/itam-platform/src/pages/NotFoundPage.tsx	keep_temporarily	low	Still used by the catch-all route.
