viewport	route	final_url	redirected_to_login	console_errors	status	screenshot	result	notes
390x844	/	http://127.0.0.1:5175/apoema/dashboard	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/390x844-root.png	PASS
390x844	/apoema	http://127.0.0.1:5175/apoema/dashboard	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/390x844-apoema.png	PASS
390x844	/apoema/chat	http://127.0.0.1:5175/apoema/chat	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/390x844-apoema_chat.png	PASS
390x844	/apoema/assets	http://127.0.0.1:5175/apoema/assets	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/390x844-apoema_assets.png	PASS
390x844	/apoema/settings	http://127.0.0.1:5175/apoema/settings	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/390x844-apoema_settings.png	PASS
1366x768	/	http://127.0.0.1:5175/apoema/dashboard	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1366x768-root.png	PASS
1366x768	/apoema	http://127.0.0.1:5175/apoema/dashboard	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1366x768-apoema.png	PASS
1366x768	/apoema/chat	http://127.0.0.1:5175/apoema/chat	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1366x768-apoema_chat.png	PASS
1366x768	/apoema/assets	http://127.0.0.1:5175/apoema/assets	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1366x768-apoema_assets.png	PASS
1366x768	/apoema/settings	http://127.0.0.1:5175/apoema/settings	false	0	ok	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1366x768-apoema_settings.png	PASS
1920x1080	/	http://127.0.0.1:5175/login	true	1	redirected_to_login	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1920x1080-root.png	WARN
1920x1080	/apoema	http://127.0.0.1:5175/login	true	1	redirected_to_login	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1920x1080-apoema.png	WARN
1920x1080	/apoema/chat	http://127.0.0.1:5175/login	true	1	redirected_to_login	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1920x1080-apoema_chat.png	WARN
1920x1080	/apoema/assets	http://127.0.0.1:5175/login	true	1	redirected_to_login	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1920x1080-apoema_assets.png	WARN
1920x1080	/apoema/settings	http://127.0.0.1:5175/login	true	1	redirected_to_login	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1920x1080-apoema_settings.png	WARN
1920x1080	/login	http://127.0.0.1:5175/login	true	1	redirected_to_login	/home/estevaoqualityadm/projects/Painel-ENS-Quality/docs/audit/external-ens-unified-migration-m6-authenticated-e2e-ui-gate/screenshots/1920x1080-login.png	WARN	authenticated session should not remain on login
